ObjectId,mode,season,route_id,route_name,direction_id,day_type_id,day_type_name,time_period_id,time_period_name,stop_name,stop_id,total_ons,total_offs,number_service_days,average_ons,average_offs,average_flow,odds_on,odds_off,std_dev_ons,mean_ons,std_dev_offs,mean_offs
572,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_08,LATE_EVENING,Brigham Circle,place-brmnl,126,2268,77,2,29,107,8.100773623881081e-05,0.0011746121754627,1.0,3.0,13.316656236958785,37.666666666666664
573,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_08,LATE_EVENING,Boston Univ. Central,place-bucen,1676,1082,77,22,14,349,0.0008910850986269,0.0005670541536716,24.98666310921355,43.666666666666664,3.0,17.0
574,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_08,LATE_EVENING,Boston Univ. East,place-buest,800,924,77,10,12,341,0.000405038681194,0.0004860464174328,8.54400374531753,19.0,4.358898943540674,17.0
575,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_08,LATE_EVENING,Boston Univ. West,place-buwst,580,597,77,8,8,349,0.0003240309449552,0.0003240309449552,5.686240703077327,14.333333333333334,5.291502622129181,14.0
576,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_08,LATE_EVENING,Brookline Village,place-bvmnl,61,460,77,1,6,70,4.050386811940541e-05,0.0002430232087164,9.073771725877465,11.333333333333334,27.970222261064233,37.666666666666664
577,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_08,LATE_EVENING,Chestnut Hill,place-chhil,4,240,77,0,3,49,0.0,0.0001215116043582,2.6457513110645907,3.0,15.695009822658072,20.666666666666668
578,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_08,LATE_EVENING,Chestnut Hill Ave.,place-chill,20,1059,77,0,14,12,0.0,0.0005670541536716,0.5773502691896258,0.3333333333333333,9.451631252505216,17.333333333333332
579,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_08,LATE_EVENING,Chiswick Road,place-chswk,4,1355,77,0,18,26,0.0,0.0007290696261492,0.0,0.0,9.71253485622231,26.333333333333332
580,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_08,LATE_EVENING,Cleveland Circle,place-clmnl,0,942,77,0,12,0,0.0,0.0004860464174328,0.0,0.0,2.081665999466133,12.666666666666666
581,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_08,LATE_EVENING,Copley,place-coecl,11379,15300,77,148,199,685,0.0059945724816719,0.0080602697557616,62.40459384799594,217.33333333333334,21.071307505705477,177.0
582,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_08,LATE_EVENING,Coolidge Corner,place-cool,575,2874,77,7,37,112,0.0002835270768358,0.0014986431204179,8.326663997864532,13.666666666666666,14.933184523068078,54.0
583,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_08,LATE_EVENING,Dean Road,place-denrd,5,1370,77,0,18,36,0.0,0.0007290696261492,0.5773502691896258,0.3333333333333333,5.131601439446884,23.666666666666668
584,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_08,LATE_EVENING,Eliot,place-eliot,1,220,77,0,3,41,0.0,0.0001215116043582,0.5773502691896258,0.3333333333333333,12.220201853215572,16.333333333333332
585,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_08,LATE_EVENING,Englewood Ave.,place-engav,0,1836,77,0,24,12,0.0,0.0009720928348657,0.0,0.0,7.211102550927978,32.0
586,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_08,LATE_EVENING,Fairbanks Street,place-fbkst,6,654,77,0,8,81,0.0,0.0003240309449552,0.5773502691896258,0.3333333333333333,7.767453465154029,16.666666666666668
587,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_08,LATE_EVENING,Fenwood Road,place-fenwd,38,1319,77,0,17,90,0.0,0.0006885657580298,0.5773502691896258,0.6666666666666666,9.643650760992955,24.0
588,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_08,LATE_EVENING,Fenway,place-fenwy,82,392,77,1,5,79,4.050386811940541e-05,0.000202519340597,21.361959960016154,16.666666666666668,20.50203241957571,28.666666666666668
589,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_08,LATE_EVENING,Government Center,place-gover,22532,17409,77,293,226,1041,0.0118676333589857,0.0091538741949856,175.73246711976702,160.5,28.04104135013534,208.5
590,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_08,LATE_EVENING,Griggs Street,place-grigg,150,3010,77,2,39,161,8.100773623881081e-05,0.0015796508566568,5.5677643628300215,8.0,15.716233645501712,56.0
591,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_08,LATE_EVENING,Haymarket,place-haecl,16160,3886,77,210,50,974,0.0085058123050751,0.0020251934059702,32.78871757175019,203.5,10.53407170407847,66.83333333333333
592,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_08,LATE_EVENING,Harvard Ave.,place-harvd,1307,8311,77,17,108,198,0.0006885657580298,0.0043744177568957,18.734993995195193,38.0,49.94330118577799,165.66666666666666
593,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_08,LATE_EVENING,Heath Street,place-hsmnl,0,1142,77,0,15,0,0.0,0.000607558021791,0.0,0.0,4.041451884327381,17.333333333333332
594,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_08,LATE_EVENING,Hawes Street,place-hwsst,43,621,77,1,8,153,4.050386811940541e-05,0.0003240309449552,7.234178138070234,5.666666666666667,2.6457513110645907,10.0
595,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_08,LATE_EVENING,Hynes Convention Center,place-hymnl,14716,12348,77,191,160,823,0.0077362388108064,0.0064806188991048,52.15681483117363,245.33333333333334,1.7320508075688772,161.0
596,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_08,LATE_EVENING,Kenmore,place-kencl,8223,24422,77,107,317,204,0.0043339138887763,0.0128397261938515,119.06860767361536,228.33333333333334,18.929694486000912,308.6666666666667
597,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_08,LATE_EVENING,Kent Street,place-kntst,76,295,77,1,4,150,4.050386811940541e-05,0.0001620154724776,1.0,2.0,5.0,9.0
598,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_08,LATE_EVENING,Boston College,place-lake,0,507,77,0,7,0,0.0,0.0002835270768358,0.0,0.0,2.0,9.0
599,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_09,NIGHT,Dean Road,place-denrd,0,207,77,0,3,7,0.0,0.0008194482381862,0.0,0.0,1.1547005383792515,3.6666666666666665
600,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_07,EVENING,Longwood,place-longw,4398,4514,77,57,59,726,0.0006546231323142,0.000677592365027,80.50672849727117,148.33333333333334,42.7551166528639,107.0
601,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_09,NIGHT,Eliot,place-eliot,0,23,77,0,0,4,0.0,0.0,0.0,0.0,3.0,3.0
602,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_07,EVENING,Museum of Fine Arts,place-mfa,895,4742,77,12,62,530,0.0001378153962766,0.0007120462140962,22.60530911091463,31.0,33.80828300875393,101.0
603,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_09,NIGHT,Englewood Ave.,place-engav,0,150,77,0,2,5,0.0,0.0005462988254575,0.0,0.0,1.1547005383792515,2.6666666666666665
604,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_07,EVENING,Mission Park,place-mispk,93,7456,77,1,97,177,1.1484616356390614e-05,0.0011140077865698,3.055050463303893,3.6666666666666665,31.953090617340916,133.0
605,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_09,NIGHT,Fairbanks Street,place-fbkst,0,137,77,0,2,15,0.0,0.0005462988254575,0.0,0.0,1.0,3.0
606,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_07,EVENING,Newton Highlands,place-newtn,147,3550,77,2,46,271,2.2969232712781228e-05,0.0005282923523939,4.0,6.0,41.86088070422472,94.33333333333333
607,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_09,NIGHT,Fenwood Road,place-fenwd,2,128,77,0,2,11,0.0,0.0005462988254575,0.0,0.0,0.5773502691896258,2.3333333333333335
608,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_07,EVENING,Newton Centre,place-newto,342,3359,77,4,44,315,4.5938465425562456e-05,0.0005053231196811,6.350852961085883,7.666666666666667,76.27144507175232,128.66666666666666
609,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_09,NIGHT,Fenway,place-fenwy,2,66,77,0,1,9,0.0,0.0002731494127287,5.686240703077327,4.666666666666667,3.2145502536643185,4.666666666666667
610,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_07,EVENING,North Station,place-north,62662,6923,77,814,90,1544,0.0093484777141019,0.0010336154720751,97.60259559390143,716.3333333333334,102.8999514091236,212.0
611,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_09,NIGHT,Government Center,place-gover,4213,2230,77,55,29,113,0.0150232177000819,0.0079213329691341,33.39111658310735,30.166666666666668,4.230839160261236,29.5
612,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_07,EVENING,Northeastern University,place-nuniv,4186,14127,77,54,183,580,0.000620169283245,0.0021016847932194,38.13572253587616,85.66666666666667,25.146238950056397,193.33333333333334
613,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_09,NIGHT,Griggs Street,place-grigg,28,522,77,0,7,29,0.0,0.0019120458891013,1.1547005383792517,1.3333333333333333,3.511884584284246,10.666666666666666
614,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_09,NIGHT,Haymarket,place-haecl,1592,410,77,21,5,87,0.005736137667304,0.0013657470636438,6.6758270399005,24.833333333333332,2.5298221281347035,8.0
615,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_07,EVENING,Park Street,place-pktrm,197820,101444,77,2569,1317,4096,0.0295039794195674,0.0151252397413664,350.88725634691644,3266.3333333333335,425.0962244010172,1667.0
616,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_09,NIGHT,Harvard Ave.,place-harvd,209,1455,77,3,19,35,0.0008194482381862,0.0051898388418464,5.0,8.0,15.716233645501712,37.0
617,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_07,EVENING,Pleasant Street,place-plsgr,1759,3693,77,23,48,1175,0.0002641461761969,0.0005512615851067,21.007935008784976,44.333333333333336,38.93584466786357,92.0
618,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_09,NIGHT,Heath Street,place-hsmnl,0,113,77,0,1,0,0.0,0.0002731494127287,0.0,0.0,1.1547005383792517,1.6666666666666667
619,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_07,EVENING,Prudential,place-prmnl,6738,22788,77,88,296,1004,0.0010106462393623,0.0033994464414916,10.535653752852738,98.0,17.243356208503418,280.6666666666667
620,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_09,NIGHT,Hawes Street,place-hwsst,1,99,77,0,1,26,0.0,0.0002731494127287,0.5773502691896258,0.3333333333333333,0.5773502691896257,1.6666666666666667
621,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_07,EVENING,Riverside,place-river,0,3780,77,0,49,0,0.0,0.0005627462014631,0.0,0.0,17.925772879665004,69.66666666666667
622,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_09,NIGHT,Hynes Convention Center,place-hymnl,2678,2078,77,35,27,134,0.0095602294455066,0.0073750341436765,10.503967504392488,45.666666666666664,3.605551275463989,28.0
623,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_09,NIGHT,Kenmore,place-kencl,1471,3521,77,19,46,36,0.0051898388418464,0.012564872985523,14.224392195567912,35.333333333333336,2.0816659994661326,46.666666666666664
624,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_09,NIGHT,Kent Street,place-kntst,16,33,77,0,0,26,0.0,0.0,0.0,0.0,0.5773502691896258,0.6666666666666666
625,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_09,NIGHT,Boston College,place-lake,0,22,77,0,0,0,0.0,0.0,0.0,0.0,1.1547005383792517,1.3333333333333333
626,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_09,NIGHT,Lechmere,place-lech,1006,0,77,13,0,13,0.0035509423654739,0.0,4.932882862316247,18.666666666666668,0.0,0.0
627,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_09,NIGHT,Longwood Medical Area,place-lngmd,24,441,77,0,6,15,0.0,0.0016388964763725,0.5773502691896258,0.6666666666666666,1.0,7.0
628,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_09,NIGHT,Longwood,place-longw,1,24,77,0,0,8,0.0,0.0,3.5118845842842465,3.6666666666666665,2.3094010767585034,2.6666666666666665
629,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_09,NIGHT,Museum of Fine Arts,place-mfa,46,150,77,1,2,21,0.0002731494127287,0.0005462988254575,0.5773502691896257,1.3333333333333333,1.0,3.0
630,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_09,NIGHT,Mission Park,place-mispk,2,336,77,0,4,7,0.0,0.001092597650915,0.0,0.0,1.7320508075688772,5.0
631,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_09,NIGHT,Newton Highlands,place-newtn,0,40,77,0,1,4,0.0,0.0002731494127287,0.5773502691896258,0.3333333333333333,2.081665999466133,3.3333333333333335
632,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_09,NIGHT,Newton Centre,place-newto,0,21,77,0,0,5,0.0,0.0,0.5773502691896258,0.3333333333333333,3.2145502536643185,3.6666666666666665
633,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_09,NIGHT,North Station,place-north,4274,98,77,56,1,72,0.0152963671128107,0.0002731494127287,7.985403350280227,41.166666666666664,1.3291601358251257,2.1666666666666665
634,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_09,NIGHT,Northeastern University,place-nuniv,181,727,77,2,9,22,0.0005462988254575,0.0024583447145588,2.3094010767585034,3.3333333333333335,1.5275252316519468,9.333333333333334
635,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_09,NIGHT,Park Street,place-pktrm,5901,3993,77,77,52,138,0.0210325047801147,0.0142037694618956,37.63863263545405,134.66666666666666,27.85677655436824,74.0
636,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_09,NIGHT,Pleasant Street,place-plsgr,46,141,77,1,2,64,0.0002731494127287,0.0005462988254575,1.1547005383792517,1.6666666666666667,3.2145502536643185,4.333333333333333
637,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_09,NIGHT,Prudential,place-prmnl,129,548,77,2,7,36,0.0005462988254575,0.0019120458891013,1.0,2.0,1.0,6.0
638,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_09,NIGHT,Riverside,place-river,0,60,77,0,1,0,0.0,0.0002731494127287,0.0,0.0,2.0,3.0
639,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_09,NIGHT,Reservoir,place-rsmnl,0,84,77,0,1,5,0.0,0.0002731494127287,1.5275252316519468,1.3333333333333333,7.094598884597588,8.666666666666666
640,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_09,NIGHT,Riverway,place-rvrwy,0,346,77,0,4,2,0.0,0.001092597650915,0.0,0.0,2.516611478423583,4.333333333333333
641,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_09,NIGHT,Saint Mary Street,place-smary,77,410,77,1,5,27,0.0002731494127287,0.0013657470636438,1.5275252316519468,1.3333333333333333,0.5773502691896258,5.666666666666667
642,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_09,NIGHT,South Street,place-sougr,0,62,77,0,1,0,0.0,0.0002731494127287,0.0,0.0,0.5773502691896257,1.3333333333333333
643,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_09,NIGHT,Science Park,place-spmnl,1097,759,77,14,10,17,0.0038240917782026,0.0027314941272876,5.291502622129181,8.0,2.516611478423583,7.333333333333333
644,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_09,NIGHT,Sutherland Road,place-sthld,0,300,77,0,4,7,0.0,0.001092597650915,0.0,0.0,3.605551275463989,8.0
645,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_09,NIGHT,Saint Paul Street,place-stplb,37,98,77,0,1,66,0.0,0.0002731494127287,1.5275252316519468,1.3333333333333333,1.5275252316519468,2.6666666666666665
646,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_09,NIGHT,Saint Paul Street,place-stpul,17,128,77,0,2,24,0.0,0.0005462988254575,0.0,0.0,0.5773502691896258,2.6666666666666665
647,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_09,NIGHT,Summit Ave.,place-sumav,0,130,77,0,2,19,0.0,0.0005462988254575,0.5773502691896258,0.3333333333333333,1.1547005383792515,3.3333333333333335
648,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_09,NIGHT,Symphony,place-symcl,224,720,77,3,9,29,0.0008194482381862,0.0024583447145588,0.5773502691896258,3.3333333333333335,0.0,9.0
649,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_09,NIGHT,Tappan Street,place-tapst,1,193,77,0,3,9,0.0,0.0008194482381862,0.0,0.0,1.1547005383792515,3.6666666666666665
650,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_09,NIGHT,Waban,place-waban,0,5,77,0,0,4,0.0,0.0,0.0,0.0,2.0,2.0
651,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_09,NIGHT,Washington Street,place-wascm,6,523,77,0,7,11,0.0,0.0019120458891013,0.5773502691896258,0.3333333333333333,4.509249752822894,11.666666666666666
652,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_09,NIGHT,Woodland,place-woodl,0,50,77,0,1,3,0.0,0.0002731494127287,0.0,0.0,2.081665999466133,3.3333333333333335
653,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_09,NIGHT,Warren Street,place-wrnst,6,451,77,0,6,18,0.0,0.0016388964763725,1.0,1.0,5.131601439446884,11.666666666666666
661,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_07,EVENING,Reservoir,place-rsmnl,830,10271,77,11,133,390,0.0001263307799202,0.0015274539753999,15.50268793897798,26.333333333333332,132.91726750125432,274.0
662,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_07,EVENING,Riverway,place-rvrwy,90,7967,77,1,103,75,1.1484616356390614e-05,0.0011829154847082,1.0,1.0,17.897858344878397,107.33333333333333
664,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_07,EVENING,Saint Mary Street,place-smary,3606,8029,77,47,104,677,0.0005397769687503,0.0011944001010646,49.21720566360237,68.66666666666667,27.465129406819358,135.66666666666666
677,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Allston Street,place-alsgr,462,4,77,6,0,46,0.0006413682522715,0.0,4.509249752822894,10.333333333333334,0.0,0.0
678,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Arlington,place-armnl,1108,1635,77,14,21,250,0.0014965259219668,0.0022447888829502,5.131601439446884,8.333333333333334,7.767453465154029,29.666666666666668
679,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Babcock Street,place-babck,210,17,77,3,0,66,0.0003206841261357,0.0,3.0550504633038935,5.666666666666667,0.5773502691896258,0.6666666666666666
680,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Back of the Hill,place-bckhl,40,0,77,1,0,4,0.0001068947087119,0.0,1.1547005383792517,1.6666666666666667,0.0,0.0
681,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Beaconsfield,place-bcnfd,428,22,77,6,0,98,0.0006413682522715,0.0,5.507570547286102,11.333333333333334,0.5773502691896258,0.6666666666666666
682,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Washington Square,place-bcnwa,347,0,77,5,0,18,0.0005344735435595,0.0,4.041451884327381,8.666666666666666,0.0,0.0
683,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Blandford Street,place-bland,4,23,77,0,0,66,0.0,0.0,0.0,0.0,0.5773502691896258,0.6666666666666666
684,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Brandon Hall,place-bndhl,151,5,77,2,0,24,0.0002137894174238,0.0,1.5275252316519468,3.3333333333333335,0.0,0.0
685,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Boylston,place-boyls,891,2616,77,12,34,227,0.001282736504543,0.0036344200962052,2.6457513110645907,9.0,11.269427669584644,47.0
686,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Packards Corner,place-brico,476,58,77,6,1,64,0.0006413682522715,0.0001068947087119,1.5275252316519465,7.333333333333333,0.5773502691896257,1.3333333333333333
687,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Brookline Hills,place-brkhl,264,15,77,3,0,101,0.0003206841261357,0.0,3.4641016151377544,7.0,1.5275252316519465,1.3333333333333333
688,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Brigham Circle,place-brmnl,215,0,77,3,0,10,0.0003206841261357,0.0,2.081665999466133,3.6666666666666665,0.5773502691896258,0.3333333333333333
689,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Boston Univ. Central,place-bucen,45,56,77,1,1,66,0.0001068947087119,0.0001068947087119,0.5773502691896257,1.6666666666666667,1.1547005383792515,2.3333333333333335
690,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Boston Univ. East,place-buest,14,20,77,0,0,66,0.0,0.0,1.1547005383792517,0.6666666666666666,0.5773502691896258,0.6666666666666666
691,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Boston Univ. West,place-buwst,28,41,77,0,1,67,0.0,0.0001068947087119,1.1547005383792517,1.3333333333333333,0.5773502691896257,1.3333333333333333
692,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Brookline Village,place-bvmnl,433,165,77,6,2,105,0.0006413682522715,0.0002137894174238,6.110100926607786,11.333333333333334,5.5677643628300215,7.0
693,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Chestnut Hill,place-chhil,557,34,77,7,0,87,0.0007482629609834,0.0,8.504900548115382,10.333333333333334,0.0,0.0
694,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Chestnut Hill Ave.,place-chill,329,0,77,4,0,7,0.0004275788348476,0.0,1.0,4.0,0.5773502691896258,0.3333333333333333
695,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Chiswick Road,place-chswk,516,12,77,7,0,14,0.0007482629609834,0.0,3.7859388972001824,8.666666666666666,0.0,0.0
696,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Cleveland Circle,place-clmnl,237,0,77,3,0,3,0.0003206841261357,0.0,3.214550253664318,4.333333333333333,0.0,0.0
697,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Copley,place-coecl,2676,2850,77,35,37,257,0.0037413148049171,0.0039551042223409,3.2145502536643185,31.333333333333332,15.0,52.0
698,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Coolidge Corner,place-cool,612,48,77,8,1,34,0.0008551576696953,0.0001068947087119,4.041451884327381,11.666666666666666,1.1547005383792517,1.6666666666666667
699,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Dean Road,place-denrd,177,5,77,2,0,9,0.0002137894174238,0.0,1.5275252316519468,3.6666666666666665,0.0,0.0
700,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Eliot,place-eliot,601,0,77,8,0,65,0.0008551576696953,0.0,5.773502691896257,11.333333333333334,0.0,0.0
701,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Englewood Ave.,place-engav,323,2,77,4,0,7,0.0004275788348476,0.0,4.358898943540674,6.0,0.0,0.0
702,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Fairbanks Street,place-fbkst,269,4,77,3,0,22,0.0003206841261357,0.0,2.0,5.0,0.0,0.0
703,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Fenwood Road,place-fenwd,40,21,77,1,0,7,0.0001068947087119,0.0,0.5773502691896257,1.6666666666666667,0.0,0.0
704,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Fenway,place-fenwy,201,239,77,3,3,97,0.0003206841261357,0.0003206841261357,1.1547005383792517,4.333333333333333,3.214550253664318,5.333333333333333
705,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Government Center,place-gover,1807,6558,77,23,85,82,0.0024585783003741,0.009086050240513,21.228911104120876,40.666666666666664,54.79568109501576,49.166666666666664
706,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Griggs Street,place-grigg,575,27,77,7,0,53,0.0007482629609834,0.0,5.686240703077327,13.333333333333334,0.5773502691896258,0.6666666666666666
707,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Haymarket,place-haecl,1271,2269,77,17,29,69,0.0018172100481026,0.0030999465526456,15.078682524234889,32.166666666666664,12.258330500792784,37.333333333333336
708,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Harvard Ave.,place-harvd,632,241,77,8,3,58,0.0008551576696953,0.0003206841261357,10.115993936995679,19.666666666666668,1.5275252316519465,4.666666666666667
709,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Heath Street,place-hsmnl,256,0,77,3,0,3,0.0003206841261357,0.0,2.309401076758503,4.333333333333333,0.0,0.0
710,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Hawes Street,place-hwsst,28,5,77,0,0,37,0.0,0.0,1.5275252316519465,1.3333333333333333,0.0,0.0
711,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Hynes Convention Center,place-hymnl,2090,1720,77,27,22,238,0.0028861571352218,0.0023516835916622,4.163331998932266,23.666666666666668,11.590225767142474,34.333333333333336
