Half Hour,Stop Name,Route Or Line,Exits,Entries,dayofweek,day
11/4/2023 01:00,Courthouse,Silver Line,2,0,Friday,Weekday
11/4/2023 01:00,Courthouse,Silver Line,2,0,Friday,Weekday
11/4/2023 01:00,Courthouse,Silver Line,2,0,Friday,Weekday
11/4/2023 01:00,South Station,Silver Line,1,1,Friday,Weekday
11/4/2023 01:00,South Station,Silver Line,1,1,Friday,Weekday
11/4/2023 01:00,World Trade Center,Silver Line,4,2,Friday,Weekday
11/4/2023 01:00,World Trade Center,Silver Line,1,1,Friday,Weekday
11/4/2023 01:30,Airport,Blue Line,0,1,Friday,Weekday
11/4/2023 01:30,Airport,Blue Line,1,0,Friday,Weekday
11/4/2023 01:30,Aquarium,Blue Line,1,0,Friday,Weekday
11/4/2023 01:30,Aquarium,Blue Line,0,1,Friday,Weekday
11/4/2023 01:30,Aquarium,Blue Line,8,3,Friday,Weekday
11/4/2023 01:30,Beachmont,Blue Line,20,1,Friday,Weekday
11/4/2023 01:30,Beachmont,Blue Line,1,0,Friday,Weekday
11/4/2023 01:30,Government Center,Blue Line,0,0,Friday,Weekday
11/4/2023 01:30,Maverick,Blue Line,5,0,Friday,Weekday
11/4/2023 01:30,Maverick,Blue Line,15,1,Friday,Weekday
11/4/2023 01:30,Maverick,Blue Line,4,1,Friday,Weekday
11/4/2023 01:30,Maverick,Blue Line,25,1,Friday,Weekday
11/4/2023 01:30,Orient Heights,Blue Line,0,1,Friday,Weekday
11/4/2023 01:30,State Street,Blue Line,0,0,Friday,Weekday
11/4/2023 01:30,Suffolk Downs,Blue Line,1,1,Friday,Weekday
11/4/2023 01:30,Wood Island,Blue Line,5,0,Friday,Weekday
11/4/2023 01:30,Government Center,Green Line,2,1,Friday,Weekday
11/4/2023 01:30,State Street,Orange Line,0,1,Friday,Weekday
11/4/2023 01:30,South Station,Silver Line,0,0,Friday,Weekday
11/4/2023 02:00,Beachmont,Blue Line,1,0,Friday,Weekday
11/4/2023 02:00,Beachmont,Blue Line,0,1,Friday,Weekday
11/4/2023 02:00,Maverick,Blue Line,1,1,Friday,Weekday
11/4/2023 02:00,Maverick,Blue Line,2,2,Friday,Weekday
11/4/2023 02:00,Maverick,Blue Line,0,2,Friday,Weekday
11/4/2023 02:00,Wonderland,Blue Line,1,1,Friday,Weekday
11/4/2023 02:00,Wood Island,Blue Line,1,0,Friday,Weekday
11/4/2023 02:00,Wood Island,Blue Line,0,1,Friday,Weekday
11/4/2023 02:30,Maverick,Blue Line,2,0,Friday,Weekday
11/4/2023 02:30,State Street,Blue Line,0,0,Friday,Weekday
11/4/2023 02:30,State Street,Orange Line,0,1,Friday,Weekday
11/4/2023 02:30,South Station,Silver Line,0,0,Friday,Weekday
11/4/2023 03:00,Revere Beach,Blue Line,1,0,Saturday,Saturday
11/4/2023 03:00,South Station,Silver Line,1,0,Saturday,Saturday
11/4/2023 03:30,Government Center,Blue Line,0,0,Saturday,Saturday
11/4/2023 03:30,Government Center,Green Line,0,1,Saturday,Saturday
11/4/2023 03:30,South Station,Silver Line,0,1,Saturday,Saturday
11/4/2023 04:00,Airport,Blue Line,0,1,Saturday,Saturday
11/4/2023 04:00,Aquarium,Blue Line,1,0,Saturday,Saturday
11/4/2023 04:00,Aquarium,Blue Line,0,1,Saturday,Saturday
11/4/2023 04:00,Government Center,Blue Line,0,0,Saturday,Saturday
11/4/2023 04:00,Government Center,Blue Line,0,0,Saturday,Saturday
11/4/2023 04:00,Government Center,Green Line,1,0,Saturday,Saturday
11/4/2023 04:00,Government Center,Green Line,0,1,Saturday,Saturday
11/4/2023 04:00,World Trade Center,Silver Line,1,0,Saturday,Saturday
11/4/2023 04:30,Airport,Blue Line,1,4,Saturday,Saturday
11/4/2023 04:30,Airport,Blue Line,1,1,Saturday,Saturday
11/4/2023 04:30,Beachmont,Blue Line,0,1,Saturday,Saturday
11/4/2023 04:30,Bowdoin,Blue Line,1,1,Saturday,Saturday
11/4/2023 04:30,Government Center,Blue Line,0,0,Saturday,Saturday
11/4/2023 04:30,Maverick,Blue Line,0,1,Saturday,Saturday
11/4/2023 04:30,Maverick,Blue Line,0,1,Saturday,Saturday
11/4/2023 04:30,Orient Heights,Blue Line,0,1,Saturday,Saturday
11/4/2023 04:30,Orient Heights,Blue Line,2,3,Saturday,Saturday
11/4/2023 04:30,Orient Heights,Blue Line,0,11,Saturday,Saturday
11/4/2023 04:30,Revere Beach,Blue Line,0,1,Saturday,Saturday
11/4/2023 04:30,Revere Beach,Blue Line,1,0,Saturday,Saturday
11/4/2023 04:30,Revere Beach,Blue Line,0,1,Saturday,Saturday
11/4/2023 04:30,State Street,Blue Line,0,1,Saturday,Saturday
11/4/2023 04:30,Suffolk Downs,Blue Line,0,1,Saturday,Saturday
11/4/2023 04:30,Suffolk Downs,Blue Line,1,0,Saturday,Saturday
11/4/2023 04:30,Wood Island,Blue Line,1,2,Saturday,Saturday
11/4/2023 04:30,Government Center,Green Line,1,0,Saturday,Saturday
11/4/2023 04:30,State Street,Orange Line,1,4,Saturday,Saturday
11/4/2023 04:30,South Station,Silver Line,0,1,Saturday,Saturday
11/4/2023 04:30,South Station,Silver Line,0,0,Saturday,Saturday
11/4/2023 04:30,World Trade Center,Silver Line,0,1,Saturday,Saturday
11/4/2023 04:30,World Trade Center,Silver Line,0,4,Saturday,Saturday
11/4/2023 05:00,Airport,Blue Line,0,3,Saturday,Saturday
11/4/2023 05:00,Airport,Blue Line,3,3,Saturday,Saturday
11/4/2023 05:00,Airport,Blue Line,0,13,Saturday,Saturday
11/4/2023 05:00,Airport,Blue Line,0,18,Saturday,Saturday
11/4/2023 05:00,Aquarium,Blue Line,2,1,Saturday,Saturday
11/4/2023 05:00,Aquarium,Blue Line,0,1,Saturday,Saturday
11/4/2023 05:00,Aquarium,Blue Line,7,1,Saturday,Saturday
11/4/2023 05:00,Beachmont,Blue Line,0,11,Saturday,Saturday
11/4/2023 05:00,Beachmont,Blue Line,1,13,Saturday,Saturday
11/4/2023 05:00,Beachmont,Blue Line,1,6,Saturday,Saturday
11/4/2023 05:00,Bowdoin,Blue Line,0,1,Saturday,Saturday
11/4/2023 05:00,Bowdoin,Blue Line,2,3,Saturday,Saturday
11/4/2023 05:00,Bowdoin,Blue Line,3,2,Saturday,Saturday
11/4/2023 05:00,Government Center,Blue Line,1,1,Saturday,Saturday
11/4/2023 05:00,Government Center,Blue Line,0,0,Saturday,Saturday
11/4/2023 05:00,Government Center,Blue Line,0,0,Saturday,Saturday
11/4/2023 05:00,Maverick,Blue Line,0,12,Saturday,Saturday
11/4/2023 05:00,Maverick,Blue Line,5,63,Saturday,Saturday
11/4/2023 05:00,Maverick,Blue Line,1,1,Saturday,Saturday
11/4/2023 05:00,Maverick,Blue Line,1,18,Saturday,Saturday
11/4/2023 05:00,Orient Heights,Blue Line,0,13,Saturday,Saturday
11/4/2023 05:00,Orient Heights,Blue Line,0,23,Saturday,Saturday
11/4/2023 05:00,Orient Heights,Blue Line,0,1,Saturday,Saturday
11/4/2023 05:00,Orient Heights,Blue Line,1,30,Saturday,Saturday
11/4/2023 05:00,Revere Beach,Blue Line,0,1,Saturday,Saturday
11/4/2023 05:00,Revere Beach,Blue Line,0,51,Saturday,Saturday
11/4/2023 05:00,Revere Beach,Blue Line,0,2,Saturday,Saturday
11/4/2023 05:00,State Street,Blue Line,0,0,Saturday,Saturday
11/4/2023 05:00,State Street,Blue Line,1,0,Saturday,Saturday
11/4/2023 05:00,State Street,Blue Line,2,1,Saturday,Saturday
11/4/2023 05:00,Suffolk Downs,Blue Line,0,2,Saturday,Saturday
11/4/2023 05:00,Suffolk Downs,Blue Line,0,4,Saturday,Saturday
11/4/2023 05:00,Wonderland,Blue Line,0,10,Saturday,Saturday
11/4/2023 05:00,Wonderland,Blue Line,2,34,Saturday,Saturday
11/4/2023 05:00,Wonderland,Blue Line,0,16,Saturday,Saturday
11/4/2023 05:00,Wood Island,Blue Line,0,16,Saturday,Saturday
11/4/2023 05:00,Wood Island,Blue Line,0,1,Saturday,Saturday
11/4/2023 05:00,Government Center,Green Line,4,8,Saturday,Saturday
11/4/2023 05:00,Government Center,Green Line,0,1,Saturday,Saturday
11/4/2023 05:00,Government Center,Green Line,2,2,Saturday,Saturday
11/4/2023 05:00,State Street,Orange Line,0,1,Saturday,Saturday
11/4/2023 05:00,State Street,Orange Line,4,1,Saturday,Saturday
11/4/2023 05:00,State Street,Orange Line,15,8,Saturday,Saturday
11/4/2023 05:00,Courthouse,Silver Line,0,1,Saturday,Saturday
11/4/2023 05:00,South Station,Silver Line,1,5,Saturday,Saturday
11/4/2023 05:00,South Station,Silver Line,1,1,Saturday,Saturday
11/4/2023 05:00,World Trade Center,Silver Line,0,1,Saturday,Saturday
11/4/2023 05:00,World Trade Center,Silver Line,0,1,Saturday,Saturday
11/4/2023 05:00,World Trade Center,Silver Line,0,1,Saturday,Saturday
11/4/2023 05:30,Airport,Blue Line,4,5,Saturday,Saturday
11/4/2023 05:30,Airport,Blue Line,75,15,Saturday,Saturday
11/4/2023 05:30,Airport,Blue Line,1,31,Saturday,Saturday
11/4/2023 05:30,Airport,Blue Line,3,47,Saturday,Saturday
11/4/2023 05:30,Aquarium,Blue Line,6,5,Saturday,Saturday
11/4/2023 05:30,Aquarium,Blue Line,3,3,Saturday,Saturday
11/4/2023 05:30,Aquarium,Blue Line,11,2,Saturday,Saturday
11/4/2023 05:30,Beachmont,Blue Line,0,14,Saturday,Saturday
11/4/2023 05:30,Beachmont,Blue Line,5,27,Saturday,Saturday
11/4/2023 05:30,Beachmont,Blue Line,0,11,Saturday,Saturday
11/4/2023 05:30,Bowdoin,Blue Line,1,1,Saturday,Saturday
11/4/2023 05:30,Bowdoin,Blue Line,12,5,Saturday,Saturday
11/4/2023 05:30,Bowdoin,Blue Line,14,1,Saturday,Saturday
11/4/2023 05:30,Government Center,Blue Line,0,0,Saturday,Saturday
11/4/2023 05:30,Government Center,Blue Line,0,0,Saturday,Saturday
11/4/2023 05:30,Government Center,Blue Line,1,0,Saturday,Saturday
11/4/2023 05:30,Maverick,Blue Line,2,13,Saturday,Saturday
11/4/2023 05:30,Maverick,Blue Line,14,111,Saturday,Saturday
11/4/2023 05:30,Maverick,Blue Line,22,28,Saturday,Saturday
11/4/2023 05:30,Orient Heights,Blue Line,3,6,Saturday,Saturday
11/4/2023 05:30,Orient Heights,Blue Line,0,14,Saturday,Saturday
11/4/2023 05:30,Orient Heights,Blue Line,1,1,Saturday,Saturday
11/4/2023 05:30,Orient Heights,Blue Line,0,16,Saturday,Saturday
11/4/2023 05:30,Revere Beach,Blue Line,1,6,Saturday,Saturday
11/4/2023 05:30,Revere Beach,Blue Line,0,67,Saturday,Saturday
11/4/2023 05:30,Revere Beach,Blue Line,0,6,Saturday,Saturday
11/4/2023 05:30,State Street,Blue Line,0,0,Saturday,Saturday
11/4/2023 05:30,State Street,Blue Line,2,0,Saturday,Saturday
11/4/2023 05:30,State Street,Blue Line,3,1,Saturday,Saturday
11/4/2023 05:30,Suffolk Downs,Blue Line,2,2,Saturday,Saturday
11/4/2023 05:30,Suffolk Downs,Blue Line,0,8,Saturday,Saturday
11/4/2023 05:30,Suffolk Downs,Blue Line,0,1,Saturday,Saturday
11/4/2023 05:30,Wonderland,Blue Line,0,23,Saturday,Saturday
11/4/2023 05:30,Wonderland,Blue Line,3,47,Saturday,Saturday
11/4/2023 05:30,Wonderland,Blue Line,2,16,Saturday,Saturday
11/4/2023 05:30,Wood Island,Blue Line,8,30,Saturday,Saturday
11/4/2023 05:30,Wood Island,Blue Line,3,1,Saturday,Saturday
11/4/2023 05:30,Government Center,Green Line,4,3,Saturday,Saturday
11/4/2023 05:30,Government Center,Green Line,3,0,Saturday,Saturday
11/4/2023 05:30,Government Center,Green Line,4,1,Saturday,Saturday
11/4/2023 05:30,State Street,Orange Line,1,0,Saturday,Saturday
11/4/2023 05:30,State Street,Orange Line,17,2,Saturday,Saturday
11/4/2023 05:30,State Street,Orange Line,25,8,Saturday,Saturday
11/4/2023 05:30,Courthouse,Silver Line,2,1,Saturday,Saturday
11/4/2023 05:30,Courthouse,Silver Line,0,1,Saturday,Saturday
11/4/2023 05:30,Courthouse,Silver Line,3,2,Saturday,Saturday
11/4/2023 05:30,South Station,Silver Line,5,6,Saturday,Saturday
11/4/2023 05:30,South Station,Silver Line,2,1,Saturday,Saturday
11/4/2023 05:30,World Trade Center,Silver Line,5,1,Saturday,Saturday
11/4/2023 05:30,World Trade Center,Silver Line,1,1,Saturday,Saturday
11/4/2023 06:00,Airport,Blue Line,4,1,Saturday,Saturday
11/4/2023 06:00,Airport,Blue Line,52,21,Saturday,Saturday
11/4/2023 06:00,Airport,Blue Line,0,35,Saturday,Saturday
11/4/2023 06:00,Airport,Blue Line,3,78,Saturday,Saturday
11/4/2023 06:00,Aquarium,Blue Line,4,1,Saturday,Saturday
11/4/2023 06:00,Aquarium,Blue Line,7,0,Saturday,Saturday
11/4/2023 06:00,Aquarium,Blue Line,15,2,Saturday,Saturday
11/4/2023 06:00,Beachmont,Blue Line,1,19,Saturday,Saturday
11/4/2023 06:00,Beachmont,Blue Line,9,44,Saturday,Saturday
11/4/2023 06:00,Beachmont,Blue Line,0,10,Saturday,Saturday
11/4/2023 06:00,Bowdoin,Blue Line,0,3,Saturday,Saturday
11/4/2023 06:00,Bowdoin,Blue Line,6,9,Saturday,Saturday
11/4/2023 06:00,Bowdoin,Blue Line,7,2,Saturday,Saturday
11/4/2023 06:00,Government Center,Blue Line,1,1,Saturday,Saturday
11/4/2023 06:00,Government Center,Blue Line,1,0,Saturday,Saturday
11/4/2023 06:00,Government Center,Blue Line,0,0,Saturday,Saturday
11/4/2023 06:00,Maverick,Blue Line,0,12,Saturday,Saturday
11/4/2023 06:00,Maverick,Blue Line,16,130,Saturday,Saturday
11/4/2023 06:00,Maverick,Blue Line,2,3,Saturday,Saturday
11/4/2023 06:00,Maverick,Blue Line,16,24,Saturday,Saturday
11/4/2023 06:00,Orient Heights,Blue Line,1,18,Saturday,Saturday
11/4/2023 06:00,Orient Heights,Blue Line,2,30,Saturday,Saturday
11/4/2023 06:00,Orient Heights,Blue Line,3,5,Saturday,Saturday
11/4/2023 06:00,Orient Heights,Blue Line,2,43,Saturday,Saturday
11/4/2023 06:00,Revere Beach,Blue Line,1,2,Saturday,Saturday
11/4/2023 06:00,Revere Beach,Blue Line,1,71,Saturday,Saturday
11/4/2023 06:00,Revere Beach,Blue Line,1,4,Saturday,Saturday
11/4/2023 06:00,State Street,Blue Line,0,1,Saturday,Saturday
11/4/2023 06:00,State Street,Blue Line,2,0,Saturday,Saturday
11/4/2023 06:00,State Street,Blue Line,5,0,Saturday,Saturday
11/4/2023 06:00,Suffolk Downs,Blue Line,3,3,Saturday,Saturday
11/4/2023 06:00,Suffolk Downs,Blue Line,0,3,Saturday,Saturday
11/4/2023 06:00,Suffolk Downs,Blue Line,0,3,Saturday,Saturday
11/4/2023 06:00,Wonderland,Blue Line,0,19,Saturday,Saturday
11/4/2023 06:00,Wonderland,Blue Line,3,32,Saturday,Saturday
11/4/2023 06:00,Wonderland,Blue Line,1,7,Saturday,Saturday
11/4/2023 06:00,Wood Island,Blue Line,3,33,Saturday,Saturday
11/4/2023 06:00,Wood Island,Blue Line,1,2,Saturday,Saturday
11/4/2023 06:00,Government Center,Green Line,5,8,Saturday,Saturday
11/4/2023 06:00,Government Center,Green Line,4,2,Saturday,Saturday
11/4/2023 06:00,Government Center,Green Line,3,3,Saturday,Saturday
11/4/2023 06:00,State Street,Orange Line,1,5,Saturday,Saturday
11/4/2023 06:00,State Street,Orange Line,16,1,Saturday,Saturday
11/4/2023 06:00,State Street,Orange Line,42,3,Saturday,Saturday
11/4/2023 06:00,Courthouse,Silver Line,1,2,Saturday,Saturday
11/4/2023 06:00,Courthouse,Silver Line,4,2,Saturday,Saturday
11/4/2023 06:00,Courthouse,Silver Line,2,0,Saturday,Saturday
11/4/2023 06:00,South Station,Silver Line,10,19,Saturday,Saturday
11/4/2023 06:00,South Station,Silver Line,4,2,Saturday,Saturday
11/4/2023 06:00,World Trade Center,Silver Line,5,1,Saturday,Saturday
11/4/2023 06:00,World Trade Center,Silver Line,6,2,Saturday,Saturday
11/4/2023 06:00,World Trade Center,Silver Line,1,0,Saturday,Saturday
11/4/2023 06:30,Airport,Blue Line,13,0,Saturday,Saturday
11/4/2023 06:30,Airport,Blue Line,64,33,Saturday,Saturday
11/4/2023 06:30,Airport,Blue Line,2,37,Saturday,Saturday
11/4/2023 06:30,Airport,Blue Line,4,78,Saturday,Saturday
11/4/2023 06:30,Aquarium,Blue Line,16,2,Saturday,Saturday
11/4/2023 06:30,Aquarium,Blue Line,3,1,Saturday,Saturday
11/4/2023 06:30,Aquarium,Blue Line,42,7,Saturday,Saturday
11/4/2023 06:30,Beachmont,Blue Line,0,16,Saturday,Saturday
11/4/2023 06:30,Beachmont,Blue Line,11,31,Saturday,Saturday
11/4/2023 06:30,Beachmont,Blue Line,1,13,Saturday,Saturday
11/4/2023 06:30,Bowdoin,Blue Line,13,7,Saturday,Saturday
11/4/2023 06:30,Bowdoin,Blue Line,24,0,Saturday,Saturday
11/4/2023 06:30,Government Center,Blue Line,1,0,Saturday,Saturday
11/4/2023 06:30,Government Center,Blue Line,1,0,Saturday,Saturday
11/4/2023 06:30,Government Center,Blue Line,1,0,Saturday,Saturday
11/4/2023 06:30,Maverick,Blue Line,7,10,Saturday,Saturday
11/4/2023 06:30,Maverick,Blue Line,20,125,Saturday,Saturday
11/4/2023 06:30,Maverick,Blue Line,2,3,Saturday,Saturday
11/4/2023 06:30,Maverick,Blue Line,30,39,Saturday,Saturday
11/4/2023 06:30,Orient Heights,Blue Line,1,12,Saturday,Saturday
11/4/2023 06:30,Orient Heights,Blue Line,3,18,Saturday,Saturday
11/4/2023 06:30,Orient Heights,Blue Line,3,4,Saturday,Saturday
11/4/2023 06:30,Orient Heights,Blue Line,0,32,Saturday,Saturday
11/4/2023 06:30,Revere Beach,Blue Line,1,2,Saturday,Saturday
11/4/2023 06:30,Revere Beach,Blue Line,1,68,Saturday,Saturday
11/4/2023 06:30,Revere Beach,Blue Line,4,3,Saturday,Saturday
11/4/2023 06:30,State Street,Blue Line,0,0,Saturday,Saturday
11/4/2023 06:30,State Street,Blue Line,3,0,Saturday,Saturday
11/4/2023 06:30,State Street,Blue Line,6,1,Saturday,Saturday
11/4/2023 06:30,Suffolk Downs,Blue Line,0,1,Saturday,Saturday
11/4/2023 06:30,Suffolk Downs,Blue Line,3,3,Saturday,Saturday
11/4/2023 06:30,Suffolk Downs,Blue Line,0,2,Saturday,Saturday
11/4/2023 06:30,Wonderland,Blue Line,1,27,Saturday,Saturday
11/4/2023 06:30,Wonderland,Blue Line,2,52,Saturday,Saturday
11/4/2023 06:30,Wonderland,Blue Line,0,19,Saturday,Saturday
11/4/2023 06:30,Wood Island,Blue Line,8,47,Saturday,Saturday
11/4/2023 06:30,Wood Island,Blue Line,2,5,Saturday,Saturday
11/4/2023 06:30,Government Center,Green Line,11,4,Saturday,Saturday
11/4/2023 06:30,Government Center,Green Line,9,3,Saturday,Saturday
11/4/2023 06:30,Government Center,Green Line,10,3,Saturday,Saturday
11/4/2023 06:30,State Street,Orange Line,1,4,Saturday,Saturday
11/4/2023 06:30,State Street,Orange Line,27,3,Saturday,Saturday
11/4/2023 06:30,State Street,Orange Line,55,11,Saturday,Saturday
11/4/2023 06:30,Courthouse,Silver Line,7,0,Saturday,Saturday
11/4/2023 06:30,Courthouse,Silver Line,7,2,Saturday,Saturday
11/4/2023 06:30,Courthouse,Silver Line,5,0,Saturday,Saturday
11/4/2023 06:30,South Station,Silver Line,16,30,Saturday,Saturday
11/4/2023 06:30,South Station,Silver Line,3,4,Saturday,Saturday
11/4/2023 06:30,World Trade Center,Silver Line,2,2,Saturday,Saturday
11/4/2023 06:30,World Trade Center,Silver Line,6,0,Saturday,Saturday
11/4/2023 06:30,World Trade Center,Silver Line,0,2,Saturday,Saturday
11/4/2023 07:00,Airport,Blue Line,1,7,Saturday,Saturday
11/4/2023 07:00,Airport,Blue Line,58,38,Saturday,Saturday
11/4/2023 07:00,Airport,Blue Line,1,45,Saturday,Saturday
11/4/2023 07:00,Airport,Blue Line,3,78,Saturday,Saturday
11/4/2023 07:00,Aquarium,Blue Line,22,6,Saturday,Saturday
11/4/2023 07:00,Aquarium,Blue Line,7,3,Saturday,Saturday
11/4/2023 07:00,Aquarium,Blue Line,45,12,Saturday,Saturday
11/4/2023 07:00,Beachmont,Blue Line,3,20,Saturday,Saturday
11/4/2023 07:00,Beachmont,Blue Line,17,45,Saturday,Saturday
11/4/2023 07:00,Beachmont,Blue Line,0,16,Saturday,Saturday
11/4/2023 07:00,Bowdoin,Blue Line,3,2,Saturday,Saturday
11/4/2023 07:00,Bowdoin,Blue Line,13,13,Saturday,Saturday
11/4/2023 07:00,Bowdoin,Blue Line,15,1,Saturday,Saturday
11/4/2023 07:00,Government Center,Blue Line,1,1,Saturday,Saturday
11/4/2023 07:00,Government Center,Blue Line,0,0,Saturday,Saturday
11/4/2023 07:00,Government Center,Blue Line,1,1,Saturday,Saturday
11/4/2023 07:00,Maverick,Blue Line,5,12,Saturday,Saturday
11/4/2023 07:00,Maverick,Blue Line,21,162,Saturday,Saturday
11/4/2023 07:00,Maverick,Blue Line,1,7,Saturday,Saturday
11/4/2023 07:00,Maverick,Blue Line,27,44,Saturday,Saturday
11/4/2023 07:00,Orient Heights,Blue Line,0,9,Saturday,Saturday
11/4/2023 07:00,Orient Heights,Blue Line,2,32,Saturday,Saturday
11/4/2023 07:00,Orient Heights,Blue Line,0,3,Saturday,Saturday
11/4/2023 07:00,Orient Heights,Blue Line,0,49,Saturday,Saturday
11/4/2023 07:00,Revere Beach,Blue Line,0,2,Saturday,Saturday
11/4/2023 07:00,Revere Beach,Blue Line,1,86,Saturday,Saturday
11/4/2023 07:00,Revere Beach,Blue Line,8,3,Saturday,Saturday
11/4/2023 07:00,State Street,Blue Line,0,0,Saturday,Saturday
11/4/2023 07:00,State Street,Blue Line,2,1,Saturday,Saturday
11/4/2023 07:00,State Street,Blue Line,5,3,Saturday,Saturday
11/4/2023 07:00,Suffolk Downs,Blue Line,0,4,Saturday,Saturday
11/4/2023 07:00,Suffolk Downs,Blue Line,1,7,Saturday,Saturday
11/4/2023 07:00,Suffolk Downs,Blue Line,0,5,Saturday,Saturday
11/4/2023 07:00,Wonderland,Blue Line,0,22,Saturday,Saturday
11/4/2023 07:00,Wonderland,Blue Line,3,64,Saturday,Saturday
11/4/2023 07:00,Wonderland,Blue Line,0,16,Saturday,Saturday
11/4/2023 07:00,Wood Island,Blue Line,10,30,Saturday,Saturday
11/4/2023 07:00,Wood Island,Blue Line,1,3,Saturday,Saturday
11/4/2023 07:00,Government Center,Green Line,11,9,Saturday,Saturday
11/4/2023 07:00,Government Center,Green Line,3,4,Saturday,Saturday
11/4/2023 07:00,Government Center,Green Line,6,11,Saturday,Saturday
11/4/2023 07:00,State Street,Orange Line,1,4,Saturday,Saturday
11/4/2023 07:00,State Street,Orange Line,17,7,Saturday,Saturday
11/4/2023 07:00,State Street,Orange Line,48,22,Saturday,Saturday
11/4/2023 07:00,Courthouse,Silver Line,6,6,Saturday,Saturday
11/4/2023 07:00,Courthouse,Silver Line,9,9,Saturday,Saturday
11/4/2023 07:00,Courthouse,Silver Line,11,9,Saturday,Saturday
11/4/2023 07:00,South Station,Silver Line,15,14,Saturday,Saturday
11/4/2023 07:00,South Station,Silver Line,2,2,Saturday,Saturday
11/4/2023 07:00,World Trade Center,Silver Line,2,5,Saturday,Saturday
11/4/2023 07:00,World Trade Center,Silver Line,14,2,Saturday,Saturday
11/4/2023 07:00,World Trade Center,Silver Line,1,3,Saturday,Saturday
11/4/2023 07:30,Airport,Blue Line,56,40,Saturday,Saturday
11/4/2023 07:30,Airport,Blue Line,4,37,Saturday,Saturday
11/4/2023 07:30,Airport,Blue Line,7,83,Saturday,Saturday
11/4/2023 07:30,Aquarium,Blue Line,41,2,Saturday,Saturday
11/4/2023 07:30,Aquarium,Blue Line,6,7,Saturday,Saturday
11/4/2023 07:30,Aquarium,Blue Line,71,8,Saturday,Saturday
11/4/2023 07:30,Beachmont,Blue Line,0,19,Saturday,Saturday
11/4/2023 07:30,Beachmont,Blue Line,20,27,Saturday,Saturday
11/4/2023 07:30,Beachmont,Blue Line,0,20,Saturday,Saturday
11/4/2023 07:30,Bowdoin,Blue Line,16,1,Saturday,Saturday
11/4/2023 07:30,Bowdoin,Blue Line,2,1,Saturday,Saturday
11/4/2023 07:30,Bowdoin,Blue Line,13,14,Saturday,Saturday
11/4/2023 07:30,Government Center,Blue Line,2,1,Saturday,Saturday
11/4/2023 07:30,Government Center,Blue Line,1,0,Saturday,Saturday
11/4/2023 07:30,Government Center,Blue Line,2,1,Saturday,Saturday
11/4/2023 07:30,Maverick,Blue Line,4,18,Saturday,Saturday
11/4/2023 07:30,Maverick,Blue Line,29,144,Saturday,Saturday
11/4/2023 07:30,Maverick,Blue Line,3,0,Saturday,Saturday
11/4/2023 07:30,Maverick,Blue Line,36,39,Saturday,Saturday
11/4/2023 07:30,Orient Heights,Blue Line,0,14,Saturday,Saturday
11/4/2023 07:30,Orient Heights,Blue Line,1,35,Saturday,Saturday
11/4/2023 07:30,Orient Heights,Blue Line,2,8,Saturday,Saturday
11/4/2023 07:30,Orient Heights,Blue Line,2,47,Saturday,Saturday
11/4/2023 07:30,Revere Beach,Blue Line,0,4,Saturday,Saturday
11/4/2023 07:30,Revere Beach,Blue Line,2,84,Saturday,Saturday
11/4/2023 07:30,Revere Beach,Blue Line,10,5,Saturday,Saturday
11/4/2023 07:30,State Street,Blue Line,0,0,Saturday,Saturday
11/4/2023 07:30,State Street,Blue Line,3,1,Saturday,Saturday
11/4/2023 07:30,State Street,Blue Line,6,2,Saturday,Saturday
11/4/2023 07:30,Suffolk Downs,Blue Line,1,1,Saturday,Saturday
11/4/2023 07:30,Suffolk Downs,Blue Line,2,6,Saturday,Saturday
11/4/2023 07:30,Suffolk Downs,Blue Line,0,3,Saturday,Saturday
11/4/2023 07:30,Wonderland,Blue Line,0,26,Saturday,Saturday
11/4/2023 07:30,Wonderland,Blue Line,6,67,Saturday,Saturday
11/4/2023 07:30,Wonderland,Blue Line,1,19,Saturday,Saturday
11/4/2023 07:30,Wood Island,Blue Line,9,41,Saturday,Saturday
11/4/2023 07:30,Wood Island,Blue Line,1,2,Saturday,Saturday
11/4/2023 07:30,Government Center,Green Line,20,5,Saturday,Saturday
11/4/2023 07:30,Government Center,Green Line,6,3,Saturday,Saturday
11/4/2023 07:30,Government Center,Green Line,14,7,Saturday,Saturday
11/4/2023 07:30,State Street,Orange Line,1,3,Saturday,Saturday
11/4/2023 07:30,State Street,Orange Line,23,5,Saturday,Saturday
11/4/2023 07:30,State Street,Orange Line,55,16,Saturday,Saturday
11/4/2023 07:30,Courthouse,Silver Line,2,3,Saturday,Saturday
11/4/2023 07:30,Courthouse,Silver Line,8,5,Saturday,Saturday
11/4/2023 07:30,Courthouse,Silver Line,14,5,Saturday,Saturday
11/4/2023 07:30,South Station,Silver Line,18,12,Saturday,Saturday
11/4/2023 07:30,South Station,Silver Line,4,2,Saturday,Saturday
11/4/2023 07:30,World Trade Center,Silver Line,2,3,Saturday,Saturday
11/4/2023 07:30,World Trade Center,Silver Line,14,4,Saturday,Saturday
11/4/2023 07:30,World Trade Center,Silver Line,1,1,Saturday,Saturday
11/4/2023 08:00,Airport,Blue Line,3,7,Saturday,Saturday
11/4/2023 08:00,Airport,Blue Line,46,40,Saturday,Saturday
11/4/2023 08:00,Airport,Blue Line,4,35,Saturday,Saturday
